order_id,order_date,order_hour,weekday,city,lat,lon,restaurant_type,cuisine,channel,payment_mode,traffic_level,weather,distance_km,prep_time_min,order_value,delivery_time_min,customer_rating,late_delivery,weekend
QB100940,2024-10-01,16,Tuesday,Delhi NCR,28.58934301449791,77.253769064891,Casual Dining,Indian,App,Wallet,High,Clear,4.98,15.3,319.85,50.3,4.3,0,0
QB100941,2024-05-29,8,Wednesday,Bengaluru,12.997724914427051,77.69719936298196,Cloud Kitchen,North Indian,App,UPI,Low,Rain,5.1,11.5,242.18,50.3,3.7,0,0
QB100942,2024-06-17,10,Monday,Hyderabad,17.44473538749176,78.51041693130396,Casual Dining,North Indian,App,Wallet,Low,Clear,2.33,16.4,405.74,34.7,4.87,0,0
QB100943,2024-09-23,14,Monday,Pune,18.517845288795932,73.97126628831236,Casual Dining,Indian,App,Card,Medium,Cloudy,2.96,9.3,222.68,44.5,4.18,0,0
QB100944,2024-05-23,14,Thursday,Mumbai,19.03859724125451,72.88706980122585,Casual Dining,Fast Food,App,COD,High,Clear,1.79,15.3,295.62,47.5,5.0,0,0
QB100945,2024-11-17,12,Sunday,Mumbai,19.103973221671694,72.83158169053908,Quick Service,South Indian,App,Wallet,Very High,Clear,2.03,11.6,296.1,44.4,5.0,0,1
QB100946,2024-07-25,6,Thursday,Mumbai,19.043650773945576,72.86365616650953,Cloud Kitchen,Chinese,App,UPI,High,Clear,3.21,11.6,246.45,44.7,5.0,0,0
QB100947,2024-03-22,13,Friday,Surat,21.22156862071989,72.72810971254918,Premium Dining,Chinese,App,COD,Medium,Clear,2.08,17.6,457.44,46.7,4.5,0,0
QB100948,2024-08-24,15,Saturday,Pune,18.61540734544144,73.84472552416678,Casual Dining,Chinese,App,Wallet,Low,Clear,1.66,12.8,337.69,37.6,5.0,0,1
QB100949,2024-03-30,15,Saturday,Bengaluru,12.989044494449134,77.73139106917216,Casual Dining,Biryani,App,Wallet,Medium,Rain,3.87,12.2,295.12,53.0,4.53,0,1
QB100950,2024-07-17,23,Wednesday,Hyderabad,17.2842563558496,78.5187846646155,Quick Service,Chinese,Web,Card,Medium,Rain,2.18,7.1,350.29,39.3,5.0,0,0
QB100951,2024-03-10,17,Sunday,Hyderabad,17.350554861530004,78.52158785540783,Quick Service,Fast Food,App,UPI,High,Clear,1.15,9.6,290.99,37.0,5.0,0,1
QB100952,2024-10-29,17,Tuesday,Mumbai,18.985917669339774,72.85346203326247,Casual Dining,Indian,App,Card,Low,Rain,4.28,6.6,258.98,32.7,5.0,0,0
QB100953,2024-02-10,15,Saturday,Surat,21.29648511260134,72.89702494500234,Cloud Kitchen,South Indian,App,UPI,Very High,Cloudy,6.51,13.2,280.61,80.2,1.0,1,1
QB100954,2024-01-07,12,Sunday,Delhi NCR,28.538632090223516,77.13670925091262,Quick Service,Biryani,Web,Wallet,Low,Rain,8.39,10.2,224.58,54.2,3.76,0,1
QB100955,2024-08-06,11,Tuesday,Delhi NCR,28.689064789033825,77.33768756110454,Cloud Kitchen,Indian,Web,Wallet,Very High,Clear,1.5,10.1,229.77,39.7,5.0,0,0
QB100956,2024-12-15,11,Sunday,Bengaluru,12.872296058180725,77.54880199809507,Quick Service,Indian,App,Card,Low,Clear,8.74,12.6,272.78,50.6,3.75,0,1
QB100957,2024-11-26,15,Tuesday,Mumbai,18.966274129587095,72.866071916167,Quick Service,Fast Food,App,Card,Medium,Clear,0.54,13.3,248.56,33.5,5.0,0,0
QB100958,2024-12-19,22,Thursday,Mumbai,19.039024385338966,72.73999168262448,Casual Dining,North Indian,App,Card,Very High,Clear,0.54,18.7,275.49,43.5,5.0,0,0
QB100959,2024-08-21,6,Wednesday,Hyderabad,17.36816897890313,78.37846511424634,Quick Service,Indian,App,UPI,Low,Clear,3.58,13.0,210.23,42.2,5.0,0,0
QB100960,2024-02-05,6,Monday,Mumbai,19.014559261196524,72.85617349533301,Cloud Kitchen,Fast Food,App,COD,Medium,Clear,4.97,8.2,199.1,43.9,4.73,0,0
QB100961,2024-01-19,12,Friday,Hyderabad,17.33472727488303,78.621227070074,Quick Service,North Indian,App,COD,High,Clear,6.67,11.4,334.5,57.1,3.29,1,0
QB100962,2024-01-24,23,Wednesday,Delhi NCR,28.48049671466494,77.05715511563352,Quick Service,Indian,App,UPI,High,Clear,5.4,11.9,389.44,47.1,4.36,0,0
QB100963,2024-12-16,18,Monday,Delhi NCR,28.736589827658634,77.33140379532493,Premium Dining,Fast Food,App,Wallet,Low,Clear,7.92,17.9,295.86,45.1,4.24,0,0
QB100964,2024-05-08,16,Wednesday,Delhi NCR,28.595985934006645,77.32775871383188,Cloud Kitchen,Chinese,Web,Wallet,Low,Clear,7.46,11.1,350.95,45.8,4.58,0,0
QB100965,2024-10-19,11,Saturday,Delhi NCR,28.606972449868945,77.15876186136828,Cloud Kitchen,Fast Food,App,UPI,Low,Clear,5.81,17.7,236.05,48.6,4.06,0,1
QB100966,2024-11-11,17,Monday,Hyderabad,17.436164685240108,78.53910025076955,Quick Service,Desserts,Web,COD,Very High,Cloudy,5.09,8.6,181.88,59.7,3.27,1,0
QB100967,2024-06-20,14,Thursday,Delhi NCR,28.7053119189479,77.3393366495046,Cloud Kitchen,Indian,App,COD,Very High,Clear,0.92,9.3,352.8,37.3,5.0,0,0
QB100968,2024-12-15,11,Sunday,Bengaluru,12.839924888178516,77.59254382139926,Cloud Kitchen,Desserts,Web,COD,Medium,Cloudy,0.79,19.4,189.91,41.0,4.9,0,1
QB100969,2024-04-27,14,Saturday,Bengaluru,13.04511718627741,77.6856942743337,Casual Dining,Indian,App,Wallet,Low,Clear,11.18,10.0,355.55,49.0,3.88,0,1
QB100970,2024-04-04,19,Thursday,Hyderabad,17.2943914167583,78.58876174566066,Casual Dining,South Indian,App,Card,Low,Clear,1.11,9.8,316.96,30.1,5.0,0,0
QB100971,2024-10-04,15,Friday,Surat,21.10278368050714,72.96209558527062,Casual Dining,Fast Food,Web,UPI,High,Clear,10.55,14.3,361.79,90.4,1.0,1,0
QB100972,2024-12-10,10,Tuesday,Hyderabad,17.349210964067105,78.55486120279268,Cloud Kitchen,Indian,App,UPI,Low,Rain,10.34,9.2,215.85,67.1,2.47,1,0
QB100973,2024-03-06,13,Wednesday,Mumbai,19.12731067996822,72.76124176866624,Premium Dining,Chinese,App,UPI,Very High,Clear,1.72,17.3,449.14,50.2,4.5,0,0
QB100974,2024-11-26,9,Tuesday,Mumbai,19.11712399353988,72.73221949442612,Casual Dining,North Indian,App,UPI,Low,Clear,3.09,10.6,402.13,27.1,4.3,0,0
QB100975,2024-07-07,16,Sunday,Delhi NCR,28.610583363013617,77.11799198360286,Casual Dining,Chinese,App,Wallet,Medium,Clear,2.61,11.9,432.5,34.0,4.96,0,1
QB100976,2024-05-02,12,Thursday,Bengaluru,12.963047935434993,77.57863294951545,Quick Service,Indian,App,Card,Medium,Clear,1.1,9.6,300.52,32.7,5.0,0,0
QB100977,2024-06-12,21,Wednesday,Mumbai,18.959797964295017,72.813125803903,Casual Dining,South Indian,App,UPI,Medium,Rain,6.35,15.2,263.15,62.1,3.04,1,0
QB100978,2024-05-05,13,Sunday,Bengaluru,12.881666926370212,77.50577296570908,Casual Dining,Chinese,App,COD,Medium,Storm,15.13,6.0,353.85,84.8,1.2,1,1
QB100979,2024-10-11,6,Friday,Bengaluru,12.7661931905653,77.4810139749234,Premium Dining,Biryani,Web,UPI,Low,Clear,5.24,11.8,484.04,38.5,5.0,0,0
QB100980,2024-09-27,15,Friday,Delhi NCR,28.68526085655216,77.2165150677155,Quick Service,Desserts,App,Card,Medium,Clear,3.05,7.7,135.54,29.9,5.0,0,0
QB100981,2024-11-07,17,Thursday,Pune,18.39748723910078,74.06949967504791,Casual Dining,Indian,Web,Wallet,Medium,Storm,1.14,18.6,326.99,58.1,2.58,1,0
QB100982,2024-03-14,16,Thursday,Mumbai,19.076501299193207,72.78864215548184,Cloud Kitchen,Indian,App,Card,Low,Rain,2.05,15.2,201.78,41.6,5.0,0,0
QB100983,2024-07-28,16,Sunday,Mumbai,18.999099316605637,72.85123538360183,Cloud Kitchen,Desserts,App,Card,Medium,Clear,6.36,14.9,272.08,44.9,4.62,0,1
QB100984,2024-01-14,12,Sunday,Hyderabad,17.232422240024896,78.47055804989607,Cloud Kitchen,Fast Food,App,Card,Low,Rain,1.05,11.9,382.12,37.8,5.0,0,1
QB100985,2024-06-27,6,Thursday,Bengaluru,13.069140010862014,77.50572664077626,Cloud Kitchen,Indian,App,UPI,Medium,Cloudy,2.78,16.0,366.97,51.2,3.61,0,0
QB100986,2024-04-08,21,Monday,Hyderabad,17.46700475141002,78.4794305855314,Premium Dining,Desserts,App,UPI,Medium,Storm,1.5,23.8,298.93,71.4,1.93,1,0
QB100987,2024-11-06,22,Wednesday,Bengaluru,12.858449829950729,77.51833088664576,Casual Dining,Indian,Web,Wallet,Medium,Rain,2.23,21.0,308.76,52.5,3.7,0,0
QB100988,2024-09-24,17,Tuesday,Delhi NCR,28.58658950110825,77.199149518416,Cloud Kitchen,Indian,App,UPI,Medium,Storm,8.33,14.7,351.41,70.8,1.83,1,0
QB100989,2024-09-04,17,Wednesday,Pune,18.71443300734431,73.85037022220925,Casual Dining,Indian,App,COD,Low,Storm,7.67,17.9,257.71,81.2,1.0,1,0
QB100990,2024-06-10,12,Monday,Pune,18.527457468664203,74.02523431522958,Casual Dining,Fast Food,App,Card,Low,Clear,4.82,15.4,268.84,47.8,4.35,0,0
QB100991,2024-11-07,20,Thursday,Hyderabad,17.41670637892543,78.52066056186393,Quick Service,Biryani,Web,UPI,Low,Clear,1.34,15.3,281.15,32.9,5.0,0,0
QB100992,2024-05-21,12,Tuesday,Delhi NCR,28.65561722909615,77.2093904992495,Casual Dining,North Indian,App,Card,Low,Clear,1.8,17.3,270.51,31.1,5.0,0,0
QB100993,2024-07-24,11,Wednesday,Bengaluru,13.12552267998404,77.58903952400168,Cloud Kitchen,South Indian,App,Card,High,Clear,3.78,10.5,123.21,41.7,4.98,0,0
QB100994,2024-04-09,20,Tuesday,Delhi NCR,28.576283905713503,77.13129450369232,Cloud Kitchen,Desserts,App,COD,High,Cloudy,7.76,13.3,197.93,58.7,2.42,1,0
QB100995,2024-05-03,12,Friday,Mumbai,18.95399154871885,72.88835331914902,Cloud Kitchen,Desserts,App,Card,Medium,Clear,4.47,14.0,135.45,46.2,4.36,0,0
QB100996,2024-02-04,15,Sunday,Surat,21.169432628593093,72.85055600680127,Quick Service,Fast Food,App,UPI,Very High,Clear,7.03,13.3,174.15,85.1,1.21,1,1
QB100997,2024-02-29,20,Thursday,Mumbai,19.046700713914614,72.86095702164317,Casual Dining,Fast Food,Web,UPI,High,Cloudy,4.74,13.7,283.98,48.4,4.47,0,0
QB100998,2024-03-13,19,Wednesday,Surat,21.11718607584524,72.91046859369213,Quick Service,Indian,App,COD,Very High,Rain,3.32,14.2,403.76,82.4,1.0,1,0
QB100999,2024-10-19,16,Saturday,Bengaluru,12.86706509395355,77.63211616016928,Cloud Kitchen,Indian,Web,Wallet,Very High,Clear,2.46,18.6,318.53,60.8,3.6,1,1
QB101000,2024-04-14,6,Sunday,Mumbai,19.02652825176315,72.89425060238055,Cloud Kitchen,Biryani,Web,UPI,Medium,Clear,8.2,11.1,317.9,42.2,5.0,0,1
QB101001,2024-09-22,15,Sunday,Bengaluru,13.004246430232763,77.58666404242747,Cloud Kitchen,Fast Food,App,UPI,Medium,Rain,1.93,7.6,315.18,36.7,5.0,0,1
QB101002,2024-10-26,11,Saturday,Pune,18.624583826558112,73.83235613406322,Cloud Kitchen,Biryani,App,Card,Medium,Clear,2.45,10.0,390.55,34.1,4.84,0,1
QB101003,2024-08-15,12,Thursday,Hyderabad,17.304135554359057,78.50273912040134,Cloud Kitchen,South Indian,App,COD,Low,Rain,2.21,19.1,248.25,46.8,4.14,0,0
QB101004,2024-01-12,11,Friday,Pune,18.486508479230956,73.68046552709139,Cloud Kitchen,Chinese,Web,UPI,Very High,Rain,8.67,13.6,249.44,95.0,1.0,1,0
QB101005,2024-08-17,12,Saturday,Hyderabad,17.503016227072298,78.4476178975177,Casual Dining,Fast Food,App,UPI,Very High,Clear,0.77,14.7,187.34,49.2,4.15,0,1
QB101006,2024-01-18,16,Thursday,Hyderabad,17.29931843499748,78.47531714460439,Casual Dining,North Indian,Web,Card,Low,Cloudy,4.85,10.8,368.77,45.3,4.83,0,0
QB101007,2024-07-21,9,Sunday,Pune,18.50443248516711,73.97756963261872,Cloud Kitchen,Indian,Web,Wallet,Low,Rain,1.43,9.7,346.15,31.6,5.0,0,1
QB101008,2024-02-24,23,Saturday,Delhi NCR,28.799053436732333,77.19141422144153,Premium Dining,Indian,App,Wallet,High,Cloudy,4.77,29.0,453.55,69.4,2.04,1,1
QB101009,2024-08-30,21,Friday,Bengaluru,12.865489868305898,77.62904303145585,Quick Service,North Indian,App,Card,Medium,Rain,2.28,8.5,321.46,39.5,4.98,0,0
QB101010,2024-03-23,20,Saturday,Delhi NCR,28.68800830178744,77.0676815164678,Cloud Kitchen,Chinese,App,UPI,High,Clear,0.61,13.4,204.98,34.8,5.0,0,1
QB101011,2024-10-14,11,Monday,Surat,21.253762114385452,72.84277967314502,Cloud Kitchen,South Indian,App,UPI,Low,Rain,9.46,15.0,204.42,75.0,1.0,1,0
QB101012,2024-08-16,7,Friday,Surat,21.18016563848194,72.86747183052526,Casual Dining,North Indian,Web,UPI,Low,Clear,2.46,11.1,300.35,37.0,4.84,0,0
QB101013,2024-09-26,10,Thursday,Mumbai,19.09243306163662,72.97442691184112,Casual Dining,Biryani,App,Card,Low,Clear,5.29,10.0,367.37,32.3,4.97,0,0
QB101014,2024-09-11,12,Wednesday,Hyderabad,17.443267177474997,78.4601289176006,Premium Dining,Indian,App,UPI,High,Clear,2.82,17.3,427.45,58.3,2.69,1,0
QB101015,2024-12-21,17,Saturday,Surat,21.20429340639067,72.8876260623985,Quick Service,Indian,Web,Card,Medium,Clear,5.78,6.0,224.84,50.5,4.03,0,1
QB101016,2024-12-22,16,Sunday,Mumbai,19.09577627197013,73.01924381970106,Cloud Kitchen,North Indian,App,Wallet,Low,Storm,2.47,13.5,329.76,45.4,4.53,0,1
QB101017,2024-06-11,15,Tuesday,Bengaluru,12.909016594265706,77.70836693637243,Cloud Kitchen,Biryani,Web,Wallet,Low,Clear,3.0,10.8,268.51,33.0,5.0,0,0
QB101018,2024-10-02,11,Wednesday,Surat,20.99178957976683,72.80999374156795,Casual Dining,Chinese,App,UPI,High,Clear,1.42,10.5,293.48,43.7,4.85,0,0
QB101019,2024-06-06,11,Thursday,Mumbai,18.949477847874427,72.8811037718358,Quick Service,Desserts,App,UPI,Low,Clear,6.08,6.0,139.9,39.1,5.0,0,0
QB101020,2024-12-10,6,Tuesday,Hyderabad,17.25816794904488,78.52651158494908,Quick Service,North Indian,App,Wallet,Low,Clear,9.35,8.8,308.18,49.7,4.25,0,0
QB101021,2024-08-06,23,Tuesday,Delhi NCR,28.767958792810084,77.2643457128112,Quick Service,Indian,App,UPI,High,Cloudy,6.11,6.0,234.29,54.4,3.27,0,0
QB101022,2024-06-16,16,Sunday,Surat,21.108419754329347,72.79980574690914,Cloud Kitchen,Desserts,App,COD,High,Cloudy,2.6,15.4,169.58,63.3,2.44,1,1
QB101023,2024-06-17,15,Monday,Surat,21.154831625549626,72.81921036932549,Quick Service,Fast Food,App,UPI,High,Clear,2.08,12.6,201.99,59.9,2.84,1,0
QB101024,2024-11-10,11,Sunday,Surat,21.18478443593124,72.83364146651273,Quick Service,North Indian,App,UPI,High,Rain,1.11,13.8,303.36,62.9,2.66,1,1
QB101025,2024-02-08,6,Thursday,Bengaluru,12.939730229033781,77.46517238801945,Quick Service,Biryani,App,Card,High,Clear,2.36,10.5,256.36,45.1,4.29,0,0
QB101026,2024-04-27,12,Saturday,Pune,18.5037450284975,73.87527238145309,Quick Service,Biryani,App,UPI,Medium,Clear,2.25,21.4,310.35,56.1,3.47,1,1
QB101027,2024-10-26,7,Saturday,Pune,18.558847421791423,73.81832576470696,Casual Dining,South Indian,App,Wallet,Medium,Cloudy,1.92,14.9,320.24,46.0,3.73,0,1
QB101028,2024-02-28,19,Wednesday,Delhi NCR,28.722681751466265,77.20542329945924,Premium Dining,South Indian,App,UPI,Very High,Clear,2.17,13.5,398.26,51.8,3.49,0,0
QB101029,2024-02-16,7,Friday,Pune,18.58058430406459,73.95083381645634,Premium Dining,Indian,App,UPI,High,Clear,2.18,18.6,502.05,60.9,2.31,1,0
QB101030,2024-07-15,21,Monday,Mumbai,18.961810002633996,72.91998360750313,Cloud Kitchen,Chinese,App,UPI,Low,Storm,3.49,10.8,289.35,47.5,4.83,0,0
QB101031,2024-01-17,17,Wednesday,Bengaluru,12.948639851330288,77.6166046454653,Quick Service,Chinese,App,Wallet,Medium,Clear,2.8,12.5,337.13,35.9,5.0,0,0
QB101032,2024-03-03,6,Sunday,Delhi NCR,28.67268650214922,77.22092249010753,Quick Service,Indian,App,Wallet,High,Clear,3.54,9.9,219.07,38.6,5.0,0,1
QB101033,2024-07-16,11,Tuesday,Mumbai,19.158812614589028,72.84978684791128,Casual Dining,Chinese,Web,UPI,Medium,Clear,1.61,15.6,333.26,35.7,4.67,0,0
QB101034,2024-12-06,10,Friday,Mumbai,19.199610149361977,72.86944384400613,Cloud Kitchen,Chinese,App,COD,Very High,Clear,3.86,11.2,381.56,54.6,4.12,0,0
QB101035,2024-04-14,16,Sunday,Hyderabad,17.404978038964288,78.52616033409544,Quick Service,Indian,Web,COD,Medium,Clear,3.84,7.3,323.01,36.1,4.65,0,1
QB101036,2024-09-27,11,Friday,Delhi NCR,28.473049084533002,77.14891812868876,Cloud Kitchen,Chinese,App,Card,Low,Rain,6.88,14.2,268.25,53.8,2.81,0,0
QB101037,2024-02-06,13,Tuesday,Hyderabad,17.541040759124765,78.38212829866163,Casual Dining,North Indian,App,COD,Low,Cloudy,9.54,13.8,322.44,60.0,3.16,1,0
QB101038,2024-10-07,16,Monday,Mumbai,19.057689586947365,72.95820006395462,Premium Dining,Desserts,App,Card,Medium,Cloudy,13.68,18.6,262.19,70.4,1.8,1,0
QB101039,2024-05-13,10,Monday,Delhi NCR,28.747450676763812,77.17678654310106,Quick Service,Fast Food,App,COD,Low,Clear,3.03,12.4,205.6,29.8,5.0,0,0
QB101040,2024-03-20,11,Wednesday,Bengaluru,12.956952737231097,77.52794934930557,Casual Dining,Chinese,App,Card,Medium,Clear,6.76,7.2,213.46,34.7,5.0,0,0
QB101041,2024-04-02,16,Tuesday,Pune,18.596585611341204,73.8685865065186,Quick Service,South Indian,App,UPI,Low,Clear,3.5,11.1,296.12,34.5,5.0,0,0
QB101042,2024-08-24,17,Saturday,Delhi NCR,28.630890505006086,77.11406057490773,Cloud Kitchen,Desserts,App,UPI,High,Rain,0.84,10.5,264.14,45.4,5.0,0,1
QB101043,2024-09-29,13,Sunday,Hyderabad,17.290876162084704,78.6415142001571,Casual Dining,Desserts,App,UPI,High,Clear,2.05,19.0,270.78,48.4,4.34,0,1
QB101044,2024-09-11,21,Wednesday,Pune,18.479771233450343,73.88770223665938,Quick Service,Chinese,App,UPI,High,Clear,8.66,9.8,371.39,72.3,1.62,1,0
QB101045,2024-01-20,18,Saturday,Hyderabad,17.398545807588885,78.53677671505986,Premium Dining,Desserts,App,COD,Low,Storm,6.16,17.8,268.37,69.5,1.8,1,1
QB101046,2024-05-22,10,Wednesday,Delhi NCR,28.666720696536526,77.15499687908644,Casual Dining,Indian,App,Wallet,Low,Rain,9.73,22.6,373.72,70.0,2.49,1,0
QB101047,2024-07-23,21,Tuesday,Mumbai,19.006796924372107,72.84951293932168,Quick Service,Chinese,App,Card,High,Storm,2.72,17.9,237.87,70.4,2.28,1,0
QB101048,2024-07-28,8,Sunday,Pune,18.583318281516863,73.84238705263039,Quick Service,Desserts,Web,Card,Very High,Clear,4.39,10.7,120.0,71.9,2.13,1,1
QB101049,2024-06-03,21,Monday,Mumbai,19.083322481324267,72.89949619574861,Casual Dining,Chinese,App,COD,Low,Rain,4.64,15.6,228.11,39.5,4.33,0,0
QB101050,2024-07-29,20,Monday,Pune,18.511346348136794,73.96578367573117,Quick Service,Fast Food,App,COD,High,Clear,4.61,11.6,204.95,64.1,2.59,1,0
QB101051,2024-06-18,23,Tuesday,Bengaluru,12.8745658019459,77.53922439015945,Premium Dining,Chinese,Web,Card,Medium,Clear,11.05,22.3,377.38,76.7,1.04,1,0
QB101052,2024-02-28,14,Wednesday,Surat,21.317000396420898,72.94260418809147,Cloud Kitchen,Fast Food,App,Wallet,High,Clear,7.03,11.3,220.78,70.2,2.05,1,0
QB101053,2024-04-03,8,Wednesday,Pune,18.476429851721118,73.68104257547135,Quick Service,Fast Food,App,Card,Low,Rain,2.37,19.0,208.33,53.5,3.45,0,0
QB101054,2024-05-26,17,Sunday,Surat,21.13618456373817,72.72350905753751,Cloud Kitchen,Indian,Web,UPI,Medium,Clear,6.48,11.3,333.63,54.6,3.86,0,1
QB101055,2024-08-12,12,Monday,Delhi NCR,28.607591291476442,77.22051610343017,Casual Dining,Desserts,Web,UPI,High,Rain,8.59,13.1,240.32,68.1,1.76,1,0
QB101056,2024-02-12,6,Monday,Pune,18.438160474142602,73.89502953022263,Cloud Kitchen,Fast Food,App,UPI,High,Rain,5.71,11.7,247.4,74.0,1.52,1,0
QB101057,2024-04-19,15,Friday,Delhi NCR,28.58308716221089,77.17561754163442,Casual Dining,Chinese,App,Card,Low,Storm,0.81,6.1,278.41,27.8,5.0,0,0
QB101058,2024-03-06,11,Wednesday,Bengaluru,12.905211458549,77.55524962273755,Cloud Kitchen,North Indian,Web,UPI,High,Clear,1.22,8.7,388.6,40.5,5.0,0,0
QB101059,2024-05-14,20,Tuesday,Hyderabad,17.36137665519141,78.41699378589634,Cloud Kitchen,Desserts,App,UPI,Very High,Clear,1.53,8.7,285.93,46.3,5.0,0,0
QB101060,2024-07-12,13,Friday,Pune,18.517346433042686,73.91814935619446,Casual Dining,Indian,Web,UPI,Medium,Clear,8.2,10.7,366.88,59.7,2.61,1,0
QB101061,2024-05-31,17,Friday,Surat,21.148958171085333,72.75867310659882,Cloud Kitchen,Chinese,App,Card,Low,Clear,1.05,16.0,303.87,45.1,4.57,0,0
QB101062,2024-10-27,10,Sunday,Pune,18.55338244785148,73.80741198774086,Casual Dining,Biryani,App,UPI,Medium,Clear,6.55,10.5,370.64,56.3,3.51,1,1
QB101063,2024-12-09,6,Monday,Delhi NCR,28.56255236151639,77.24911012765898,Casual Dining,North Indian,App,Card,Low,Rain,3.17,12.0,423.07,40.3,4.48,0,0
QB101064,2024-02-21,16,Wednesday,Bengaluru,12.82923505234659,77.5348881101253,Casual Dining,North Indian,App,UPI,Low,Clear,4.04,10.4,355.73,35.8,5.0,0,0
QB101065,2024-11-24,14,Sunday,Hyderabad,17.39073313118007,78.54243052009741,Quick Service,South Indian,App,UPI,Medium,Clear,6.05,12.7,327.33,43.0,5.0,0,1
QB101066,2024-02-27,12,Tuesday,Delhi NCR,28.65801037560424,77.23946208788556,Quick Service,Biryani,Web,UPI,Very High,Cloudy,4.15,11.9,247.44,62.5,3.01,1,0
QB101067,2024-09-17,19,Tuesday,Mumbai,19.0946064057035,72.81690921357826,Premium Dining,Fast Food,App,UPI,Medium,Cloudy,5.71,17.5,304.96,53.5,3.72,0,0
QB101068,2024-04-16,15,Tuesday,Delhi NCR,28.602385329278714,77.09394584772835,Cloud Kitchen,North Indian,App,Card,Medium,Clear,8.92,20.1,279.66,62.6,3.16,1,0
QB101069,2024-10-20,11,Sunday,Delhi NCR,28.60491126389861,77.17168563665939,Cloud Kitchen,Fast Food,App,Card,Medium,Rain,1.38,16.1,219.11,43.1,5.0,0,1
QB101070,2024-06-22,6,Saturday,Delhi NCR,28.659184481985818,77.20520622554984,Casual Dining,Fast Food,App,UPI,Low,Clear,3.32,12.5,142.58,33.5,5.0,0,1
QB101071,2024-09-01,15,Sunday,Delhi NCR,28.432128667554352,77.08188083180178,Casual Dining,South Indian,Web,Wallet,Low,Rain,2.79,11.8,120.0,43.9,4.75,0,1
QB101072,2024-12-04,7,Wednesday,Mumbai,19.023648261379943,72.80508019305937,Cloud Kitchen,Indian,App,UPI,High,Cloudy,1.53,11.5,296.7,46.3,4.55,0,0
QB101073,2024-08-22,17,Thursday,Mumbai,19.04098195396905,72.87882326544063,Cloud Kitchen,Healthy,App,Card,Low,Clear,4.0,14.6,424.14,41.7,4.32,0,0
QB101074,2024-07-08,13,Monday,Surat,21.23084613855679,72.9656728597027,Casual Dining,Fast Food,App,UPI,Medium,Clear,11.23,6.5,246.8,70.9,1.15,1,0
QB101075,2024-03-01,15,Friday,Bengaluru,13.054780983168383,77.56727052265838,Premium Dining,North Indian,App,UPI,Very High,Cloudy,5.42,25.7,449.85,86.4,1.0,1,0
QB101076,2024-05-12,15,Sunday,Delhi NCR,28.6799331294599,77.36617928013195,Cloud Kitchen,South Indian,Web,UPI,High,Clear,6.49,14.0,234.99,51.6,3.55,0,1
QB101077,2024-03-11,16,Monday,Hyderabad,17.480947217783232,78.52787753992443,Cloud Kitchen,North Indian,App,COD,High,Cloudy,1.93,7.5,354.64,37.7,5.0,0,0
QB101078,2024-06-05,15,Wednesday,Mumbai,19.140441313400977,72.8214210227469,Casual Dining,Indian,Web,UPI,Low,Storm,1.73,17.4,280.17,50.5,3.89,0,0
QB101079,2024-07-27,9,Saturday,Surat,21.116951553767272,72.88617987724633,Quick Service,Fast Food,Web,UPI,Low,Clear,3.26,18.1,217.86,50.4,4.48,0,1
QB101080,2024-01-05,17,Friday,Pune,18.540197781796234,73.85800498714737,Casual Dining,Biryani,Web,UPI,Medium,Cloudy,7.49,21.2,330.62,72.6,1.67,1,0
QB101081,2024-08-31,22,Saturday,Mumbai,19.022070481678938,72.98680601388803,Casual Dining,Fast Food,App,Wallet,Low,Cloudy,3.54,7.8,124.44,31.7,5.0,0,1
QB101082,2024-06-22,23,Saturday,Delhi NCR,28.591304119875186,77.12203160100246,Casual Dining,South Indian,App,Card,Very High,Storm,0.65,9.3,323.48,50.3,4.44,0,1
QB101083,2024-05-04,22,Saturday,Pune,18.576964708672094,73.87088377705179,Casual Dining,Fast Food,App,COD,Low,Clear,3.72,16.3,308.68,51.0,4.61,0,1
QB101084,2024-05-12,12,Sunday,Surat,21.131375102363833,72.860246060392,Casual Dining,Biryani,App,UPI,High,Clear,0.85,17.9,323.58,50.2,3.92,0,1
QB101085,2024-10-30,9,Wednesday,Bengaluru,12.865952856039215,77.77412468095494,Premium Dining,Chinese,App,UPI,High,Clear,4.13,21.1,424.32,56.2,2.79,1,0
QB101086,2024-12-15,8,Sunday,Hyderabad,17.467080499888443,78.50350528598615,Casual Dining,Biryani,App,Card,Low,Storm,3.03,16.1,316.6,50.0,3.86,0,1
QB101087,2024-07-30,10,Tuesday,Mumbai,19.131529508308088,72.81550889852495,Casual Dining,North Indian,App,Wallet,Low,Clear,4.07,13.7,313.93,25.0,4.73,0,0
QB101088,2024-12-12,9,Thursday,Surat,21.20424774477561,72.87883939618223,Casual Dining,Biryani,App,UPI,High,Cloudy,2.02,6.3,376.18,48.1,4.15,0,0
QB101089,2024-03-03,14,Sunday,Delhi NCR,28.6722874428092,77.19465375777015,Quick Service,Desserts,App,COD,Very High,Rain,5.21,10.4,254.52,58.8,2.67,1,1
QB101090,2024-11-08,11,Friday,Surat,21.17542556394868,72.71121454956354,Quick Service,Biryani,App,Card,Low,Cloudy,2.29,16.1,404.97,48.1,4.93,0,0
QB101091,2024-02-09,17,Friday,Hyderabad,17.407919888743148,78.43067480801913,Cloud Kitchen,Indian,Web,Card,Very High,Clear,2.52,21.9,195.38,64.3,2.51,1,0
